,EVENT_ID,STATE,YEAR,MONTH,EVENT_TYPE,EVENT_NARRATIVE
902,242700,NORTH CAROLINA,2010,6,Flash Flood,Flooding closed several roads on the north and west side of Greensboro. Water rescues took place on Cornwallace Drive.
903,242703,NORTH CAROLINA,2010,6,Thunderstorm Wind,Trees were reported down across power lines on Sam Blackwell Road.
904,270410,KENTUCKY,2010,12,Winter Weather,"Five and a half inches of snow had fallen in Fonde since Friday night, with 3 inches of that having accumulated overnight."
905,270411,KENTUCKY,2010,12,Winter Weather,Three and a tenth inches of snow fell in Turkey Creek over a 12 hour period. The storm total snowfall was 6.1 inches.
906,270412,KENTUCKY,2010,12,Winter Weather,"An inch of new snow had fallen in Mintonville over the previous 19 hours. The storm total snowfall was 5.7 inches, with a snow depth of 5 inches."
907,254228,KANSAS,2010,7,Flash Flood,The road along the south side of Minneapolis has at least 6 inches of water flowing across it. Main Street in Minneapolis also has water over the roadway.
908,213813,KANSAS,2010,1,Winter Storm,Snowfall of 6 inches was reported in Kinsley.
909,213825,CALIFORNIA,2010,1,Strong Wind,"Strong wind brought down a large oak tree along Fitch Mountain Road in Healdsburg. The tree smashed into a home and caused the road to be closed. Some of the other areas experienced downed trees and power lines were Sebastopol, Forestville and Santa Rosa. In all, around 1,200 customers were without power."
910,213827,CALIFORNIA,2010,1,Strong Wind,"Strong wind knocked down a huge oak tree over the 1200 block of Eureka Canyon Road. The tree, with a five-foot diameter base, tore out power lines in several places, forcing officials to close the road for most of the day. Residents in the area, about 115, lost power."
911,213133,WEST VIRGINIA,2010,1,Flash Flood,Heavy rain prompted flash flooding of a stream across Tuckahoe Road. Damage values are estimated.
912,213135,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted flash flooding along Shenandoah Street between 9th and 12th Streets. Damage values are estimated.
913,213137,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted flash flooding at the intersection of 13th Street and Eastgate Avenue. Damage values are estimated.
914,213157,VIRGINIA,2010,1,Flash Flood,Heavy rains caused flash flooding as a stream left its banks and flooded a one-half mile stretch of Mountain Valley Road.  The road was closed because of the flash flooding. Damage values are estimated.
915,203451,TEXAS,2010,1,Tornado,"An EF1 tornado briefly touched down near the intersection of Oscar Burkett Road and Joye Lane (CR 2192).  A small metal garage was damaged where a couple of the walls were blown out.  A large pine was snapped along CR 2192 close to the ground. Several large limbs were snapped out of a cedar tree as well as other trees around the area.  Further northeast on the north side of CR 2192, a small barn was completely destroyed and tin roof panels were peeled from another outbuilding. Maximum winds are estimated at 80-85 mph."
916,203454,TEXAS,2010,1,Hail,No event description
917,208310,MONTANA,2010,1,Heavy Snow,Lookout Pass Ski area reported 12 inches of snow in 24 hours.  They also reported 14 inches of snow fell in 48 hours.  A SNOTEL over Lookout Pass reported 9 inches of snow.
918,274556,UTAH,2010,12,Winter Storm,Storm total snowfall included 21 inches in Salina and 20 inches in Richfield.
919,274558,UTAH,2010,12,Winter Storm,Fillmore received 21 inches of new snow. Other reports included 16 inches in Oak City and 9 inches in Delta.
920,274559,UTAH,2010,12,Winter Storm,Milford received 15 inches of new snow.
921,274561,UTAH,2010,12,Winter Storm,"The southern Wasatch Front received heavy snowfall in the southwesterly flow, with 28 inches of snow recorded in Levan, 26 inches in Nephi, and 22 inches in Santaquin."
922,241674,NORTH CAROLINA,2010,6,Thunderstorm Wind,Over 40 trees were reported blown down from near the Forsyth County line south to Lexington. One tree fell on a home at 209 Beethoven Avenue. Trees also fell on at least two vehicles.
923,269853,KENTUCKY,2010,12,Winter Weather,The Johnson county dispatch estimated that 2 inches of snow had fallen in Paintsville.
924,270371,KENTUCKY,2010,12,Winter Weather,Two tenths of an inch of snow fell in Keavy.
925,270374,KENTUCKY,2010,12,Winter Weather,An inch and a half of snow fell in Woodbine.
926,270375,KENTUCKY,2010,12,Winter Weather,An inch and a half of snow fell in Somerset.
927,212030,IOWA,2010,1,Winter Weather,"Freezing rain and freezing drizzle, mixed at times with snow, produced a light glazing of ice, making driving and walking surfaces very slick."
928,213800,KANSAS,2010,1,Winter Storm,Snowfall of 7 inches was reported 3 miles southwest of Dodge City.
929,263432,MINNESOTA,2010,7,Tornado,A brief touchdown occurred in an open field north of U.S. Highway 10.
930,263441,MINNESOTA,2010,7,Tornado,This tornado touched down near Hwy 71 and had an intermittent path to the east.  Several smaller branches were broken down in forested areas along the path.
931,263443,MINNESOTA,2010,7,Tornado,A waterspout formed on the north side of little Pine Lake but dissipated as it came to shore.  A persistent wall cloud was viewed for several minutes by spotters in the Perham area.
932,266388,ATLANTIC SOUTH,2010,11,Waterspout,A pilot reported a funnel cloud east of the Broward County coast. This funnel cloud likely reached the surface for a brief time as a waterspout.
933,266389,ATLANTIC SOUTH,2010,11,Waterspout,A pilot reported a funnel cloud east of the Palm Beach County coast. This funnel cloud likely reached the surface for a brief time as a waterspout.
934,212304,NORTH CAROLINA,2010,1,Winter Storm,Around a quarter of an inch of freezing rain in addition to 1 to 2 inches of snow fell across the area. Over 2000 power outages were reported along with a number of vehicle accidents.
935,272960,CONNECTICUT,2010,12,Strong Wind,"Trees and wires were downed in portions of Tolland County, including Columbia, Ellington, Tolland, and Somers."
936,273515,MASSACHUSETTS,2010,12,Heavy Snow,Anywhere from 4 to 13 inches of snow fell on the Cape at rates of 1-2 inches per hour at times.
937,273516,MASSACHUSETTS,2010,12,Winter Weather,Roughly 5 inches of snow fell on Martha's Vineyard.
938,273517,MASSACHUSETTS,2010,12,Heavy Snow,Anywhere from 7 to 12 inches of snow fell in eastern Plymouth County.
939,202825,VERMONT,2010,1,Winter Storm,No event description
940,209542,VERMONT,2010,2,High Wind,No event description
941,241490,NORTH CAROLINA,2010,6,Lightning,"Lightning struck a large fuel tank at the Colonial Pipeline gasoline tank farm resulting in a large fire destroying the tank and resulting in the closure of Interstate 40 for four hours. The tank contained 840,000 gallons of gasoline at the time of the fire."
942,241491,NORTH CAROLINA,2010,6,Lightning,Two homes were struck by lightning in northern Randolph County resulting in minor damages to both residences.
943,241492,NORTH CAROLINA,2010,6,Thunderstorm Wind,A large limb 10 inches in diameter broke off a tree at the Badin Inn Golf Resort.
944,241493,NORTH CAROLINA,2010,6,Thunderstorm Wind,Several trees were blown down and large limbs reported broken off trees from the campground at Morrow Mountain State Park west of Troy to the Montgomery Country Club located just northeast of Troy.
945,241535,NORTH CAROLINA,2010,6,Hail,Quarter sized hail was reported around the Davidson and Randolph county border near I-85.
946,241545,NORTH CAROLINA,2010,6,Lightning,One house was struck by lightning on Bonney Lane near King Road. The fire department extinguished a small fire in the attic caused by the lightning strike.
947,268040,KENTUCKY,2010,12,Winter Weather,The roads are mostly wet and a inch of snow has accumulated.
948,269874,KENTUCKY,2010,12,Heavy Snow,Four inches of snow fell in Inez.
949,269875,KENTUCKY,2010,12,Heavy Snow,Seven inches of snow fell in Hazard.
950,269876,KENTUCKY,2010,12,Heavy Snow,A foot of snow fell in Calvin.
951,242377,NORTH CAROLINA,2010,6,Thunderstorm Wind,Power lines blown down along Fletcher Road between Dunc Road and Old Stage Road. Trees were also blown down just outside of Wagram as well as along Highway 401 between Academy Road and Turnpike Road.
952,242378,NORTH CAROLINA,2010,6,Lightning,"Two houses, one on Bell Arthur Drive and the other on Cove Creek Drive were struck by lightning which resulted in large three alarm fires."
953,242379,NORTH CAROLINA,2010,6,Thunderstorm Wind,Trees blown down on Alamance Church Road and Highway 62 East.
954,242380,NORTH CAROLINA,2010,6,Lightning,A 19 year old male was struck by lightning and killed while taking shelter under a tree. It was not raining at the time.
955,242381,NORTH CAROLINA,2010,6,Thunderstorm Wind,Trees were blown down on McKinney Street.
956,242382,NORTH CAROLINA,2010,6,Thunderstorm Wind,Tree blown down in the road at Charlie Cooper and Poe Road blocking all lanes of traffic.
957,270404,KENTUCKY,2010,12,Winter Weather,The total snowfall in Ashcamp since Friday night was 4.5 inches.
958,270405,KENTUCKY,2010,12,Winter Weather,Two and a half inches of snow had fallen in Gulnare since Friday night.
959,270407,KENTUCKY,2010,12,Winter Weather,Three and a half inches of snow fell in Baxter at an elevation of 1200 feet.
960,242704,NORTH CAROLINA,2010,6,Flash Flood,Several roads were closed in Scotland Neck with flood waters up to a foot deep in some areas. Eight to ten cars stalled out in flood waters.
961,205507,MONTANA,2010,1,Winter Storm,Snow accumulations of 5 inches were reported from Harlowton to Lavina with very bad road conditions.
962,205509,MONTANA,2010,1,Winter Storm,"Big Timber, McLeod and Reed Point all received 7 inches of snow."
963,205512,MONTANA,2010,1,Winter Storm,Clyde Park received 3 to 4 inches of snow with significant drifting.
964,206945,MONTANA,2010,1,Winter Storm,Lavina reported 7 inches of snow along with wind gusts to 40 mph.
965,212635,FLORIDA,2010,1,Thunderstorm Wind,The roof peeled off of a single-wide mobile home at the end of Verges Road in Thonotosassa. No other damage was reported in the area.
966,254236,KANSAS,2010,7,Flash Flood,Gold Road and 270 Road had 5 inches of running water over the road; and part of the gravel road was washed out.
967,254239,KANSAS,2010,7,Flash Flood,Water was reported over 8th road.
968,254240,KANSAS,2010,7,Flash Flood,"Water was reported to be flowing over Highway 24 at Buffalo Road, just east of the Cloud County and Clay County border."
969,254241,KANSAS,2010,7,Flood,Rock Creek was reported to be out of its banks near Dunlap.
970,254242,KANSAS,2010,7,Hail,No event description
971,254243,KANSAS,2010,7,Hail,Some minor tree branch damage accompanied the hail.
972,209676,MARYLAND,2010,1,Coastal Flood,Coastal flooding was reported across Doc Street.
973,212337,MICHIGAN,2010,1,Lake-Effect Snow,A foot to nearly 16 inches of snow was reported across western Mason county.  15.5 inches of snow was reported 6 miles north northwest of Scottville.
974,212338,MICHIGAN,2010,1,Lake-Effect Snow,A foot to nearly 16 inches of snow was reported across western Oceana county.  15.7 inches of snow was reported 3 miles west southwest of Hart.
975,212339,MICHIGAN,2010,1,Lake-Effect Snow,A foot to nearly a foot and a half of snow was reported across northwestern Muskegon county. 17 inches of snow was reported four miles northwest of Montague.
976,264947,ALASKA,2010,10,Winter Storm,"Skagway coop observed 0.86 inch of rainfall on 11/1. Frazier Camp on the Canadian side of the Klondike Highway was below freezing the entire time. White Pass has an elevation of 3116 FT. It appears upon analysis and given the elevation of White Pass, heavy snow fell there on 11/1, but the were no official reports from DOT."
977,213162,VIRGINIA,2010,1,Flash Flood,Heavy rain prompted a stream to leave its banks can cause flash flooding. Lithia Road was closed due the the flash flooding. Damage values are estimated.
978,211399,SOUTH CAROLINA,2010,1,Ice Storm,Around a quarter inch of ice accumulated across the county.
979,211402,SOUTH CAROLINA,2010,1,Winter Weather,"Ice accumulated on trees in the town of Florence.  A large branch fell onto the roof of a home on Madison Avenue.  The branch was likely weak from termites or disease, as there was only a tenth of an inch or less of ice accumulation."
980,204606,ILLINOIS,2010,1,Cold/Wind Chill,No event description
981,274457,UTAH,2010,12,Winter Storm,"The Ben Lomond Peak SNOTEL recorded 1.60 inches of liquid equivalent precipitation, or approximately 21 inches of new snow based on snow ratios at similar elevations."
982,274461,UTAH,2010,12,Winter Storm,"The Indian Canyon SNOTEL received 7.30 inches of liquid equivalent precipitation, or approximately 58 inches of snow based on snow ratios at similar elevations."
983,212541,MONTANA,2010,1,Winter Storm,Heavy snow was reported by weather observers ranging from 8 to 11 inches in the valleys. Big Mountain Ski Resort received 13 inches of new snow in a 24 hour period.
984,212542,MONTANA,2010,1,Winter Storm,"Heavy snow and strong gusty north winds impacted Flathead County, where schools were closed in Whitefish, Big Fork and Swan Valley. Local whiteout conditions occurred during the evening in the northern Flathead Valley where wind gusts up to 45 mph were recorded at Glacier International Airport on 1/5/2010. Power outages were reported throughout the county from downed power lines. Total snowfall amounts ranged from 6 to 11 inches."
985,212544,MONTANA,2010,1,Winter Storm,Heavy snow and local gusty north winds caused blowing and drifting of snow and poor visibility on roadways. Total snowfall amounts ranged from 6 inches near Clinton to 10 to 12 inches from 7 miles north of Seeley Lake to Condon in northern Missoula County. A weather station at Clearwater Junction recorded wind speeds of 37 mph with gusts to 44 mph at 819 PM 1/5/2010.
986,241675,NORTH CAROLINA,2010,6,Thunderstorm Wind,A trained spotter reported a five foot diameter tree blown down across the road at the  700 block of Fairgrave Road south of Thomasville.
987,241676,NORTH CAROLINA,2010,6,Thunderstorm Wind,Guilford County dispatch reported trees down near 2317 Longdale Road in Greensboro.
988,241677,NORTH CAROLINA,2010,6,Thunderstorm Wind,Numerous trees were blown down from Trinity to Randleman and Asheboro. In Randlemand trees were blown down along Fairview Church Road. Several trees were blown down around Randleman as well as along Lucas Road in West Asheboro and across the north side of town.
989,241678,NORTH CAROLINA,2010,6,Thunderstorm Wind,Guilford County reported trees down along Quinlan Road.
990,241679,NORTH CAROLINA,2010,6,Thunderstorm Wind,Trees were reported blown down from the south side of Asheboro along Highway 134 south to near Seagrove. Tree were blown down across the roadway on the 1100 block of Burney Road near Seagrove.
991,244591,NORTH CAROLINA,2010,6,Thunderstorm Wind,Siding was blown off of a home on Bonnetsville Road. Several trees were also blown down in the area.
992,270376,KENTUCKY,2010,12,Winter Weather,The Mountain Parkway was covered in snow from Campton to Clay City. A half an inch of snow depth was reported.
993,270420,KENTUCKY,2010,12,Winter Weather,K4AVX reported that 7 inches of snow had fallen in Viper since Friday evening.
994,270453,KENTUCKY,2010,12,Winter Weather,KA4AOU reports 4 inches of snow on the ground in Rowdy.
995,213802,KANSAS,2010,1,Winter Storm,Snowfall of 8 inches was reported in Elkhart.
996,213788,TEXAS,2010,1,Frost/Freeze,"Under clear skies and light winds, temperatures dropped sharply after sunset on the 9th, and reached 32 by mid evening.  Light winds continuing overnight allowed a more gradual fall across northern Jim Hogg County overnight, where Hebbronville airport fell to 27 degrees, and the cooperative site (observation at eye level) fell to 22 degrees.   Freezing temperatures lasted at least 10 hours, with hard freezes, or temperatures below 28 degrees, estimated to last from 4 to 8 hours, most prevalent in low lying, wind protected areas - between 1 and 7 AM.||Damage to grazing lands or tender vegetation was unknown as of this writing."
997,276834,FLORIDA,2010,11,Drought,"Rainfall totals over much of Glades County averaged less than 50% of normal for most of the summer and early fall. Since June, rainfall totals were 5 to 7 inches below normal. Some wells in Glades County were running at below 10 percent of normal water levels, with most levels at 10 to 30 percent of normal. The level of Lake Okeechobee was at 13.2 feet in late November, which was about 1.7 feet below normal."
998,276881,FLORIDA,2010,12,Drought,"Rainfall totals continued to be below normal over most of South Florida in December, with most areas receiving only 25 to 50 percent of normal for the month. As a result, severe drought (D2) conditions developed over metro and coastal Palm Beach County by month's end. Rainfall totals since June 1 were as much as 14 inches below normal at West Palm Beach. Most wells across the area were running at about 10 to 30 percent of normal water levels. The level of Lake Okeechobee dropped to 12.4 feet by the end of December, which is 2.2 feet below normal. The Keetch-Byram Drought Index (KBDI) was in the 550 to 600 range, which reflects a high fire danger and very low soil moisture values."
